Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
141294,ThinkPad Laptop,1,999.99,01/01/19 11:45,"530 Chestnut St, Seattle, WA 98101"
141295,Macbook Pro Laptop,1,1700.0,01/01/19 13:17,"589 5th St, New York City, NY 10001"
141296,Vareebadd Phone,1,400.0,01/28/19 14:04,"727 Cherry St, New York City, NY 10001"
141296,Wired Headphones,2,11.99,01/28/19 14:04,"727 Cherry St, New York City, NY 10001"
141297,Google Phone,1,600.0,01/17/19 15:54,"733 Walnut St, Atlanta, GA 30301"
141297,Bose SoundSport Headphones,1,99.99,01/17/19 15:54,"733 Walnut St, Atlanta, GA 30301"
141297,Wired Headphones,1,11.99,01/17/19 15:54,"733 Walnut St, Atlanta, GA 30301"
141298,USB-C Charging Cable,1,11.95,01/18/19 14:23,"947 Maple St, San Francisco, CA 94016"
141299,Lightning Charging Cable,1,14.95,01/22/19 22:17,"34 2nd St, Los Angeles, CA 90001"
141300,USB-C Charging Cable,1,11.95,01/24/19 19:20,"600 9th St, San Francisco, CA 94016"
141301,AA Batteries (4-pack),1,3.84,01/21/19 03:00,"368 4th St, Boston, MA 02215"
141302,Lightning Charging Cable,1,14.95,01/21/19 16:50,"314 13th St, Dallas, TX 75001"
141303,USB-C Charging Cable,1,11.95,01/29/19 14:08,"566 14th St, San Francisco, CA 94016"
141304,AA Batteries (4-pack),1,3.84,01/03/19 23:41,"312 1st St, Dallas, TX 75001"
141305,Wired Headphones,1,11.99,01/06/19 09:32,"323 Chestnut St, Austin, TX 73301"
141306,AA Batteries (4-pack),1,3.84,01/23/19 22:50,"287 7th St, Boston, MA 02215"
141307,AA Batteries (4-pack),2,3.84,01/09/19 10:42,"54 2nd St, Boston, MA 02215"
141308,USB-C Charging Cable,1,11.95,01/20/19 17:42,"999 Forest St, Boston, MA 02215"
141309,Apple Airpods Headphones,1,150.0,01/29/19 20:10,"216 Cedar St, Los Angeles, CA 90001"
141310,iPhone,1,700.0,01/11/19 10:53,"225 Forest St, Austin, TX 73301"
141311,Wired Headphones,1,11.99,01/20/19 09:51,"165 Adams St, San Francisco, CA 94016"
141312,Google Phone,1,600.0,01/19/19 11:59,"521 Pine St, New York City, NY 10001"
141313,AA Batteries (4-pack),1,3.84,01/30/19 17:06,"309 Cherry St, Boston, MA 02215"
141314,Macbook Pro Laptop,1,1700.0,01/01/19 13:47,"768 Cherry St, San Francisco, CA 94016"
141315,27in FHD Monitor,1,149.99,01/05/19 19:33,"442 West St, Boston, MA 02215"
141315,AA Batteries (4-pack),1,3.84,01/05/19 19:33,"442 West St, Boston, MA 02215"
141316,Apple Airpods Headphones,1,150.0,01/12/19 12:41,"875 Jackson St, San Francisco, CA 94016"
141317,Apple Airpods Headphones,1,150.0,01/10/19 22:38,"522 Cherry St, Atlanta, GA 30301"
141318,Wired Headphones,1,11.99,01/11/19 18:23,"297 Hickory St, Boston, MA 02215"
141319,Lightning Charging Cable,1,14.95,01/24/19 13:24,"169 9th St, Portland, OR 97035"
141320,Wired Headphones,2,11.99,01/28/19 18:29,"708 10th St, Atlanta, GA 30301"
141321,Lightning Charging Cable,1,14.95,01/20/19 18:03,"382 Sunset St, San Francisco, CA 94016"
141322,Lightning Charging Cable,1,14.95,01/24/19 20:10,"780 Cedar St, Dallas, TX 75001"
141323,USB-C Charging Cable,1,11.95,01/10/19 11:43,"468 South St, Los Angeles, CA 90001"
141324,Lightning Charging Cable,1,14.95,01/08/19 12:54,"821 Dogwood St, Los Angeles, CA 90001"
141325,Lightning Charging Cable,2,14.95,01/14/19 10:27,"926 Cherry St, Portland, OR 97035"
141326,AAA Batteries (4-pack),2,2.99,01/28/19 14:12,"861 Cedar St, Los Angeles, CA 90001"
141327,USB-C Charging Cable,1,11.95,01/16/19 13:37,"152 Lakeview St, Dallas, TX 75001"
141328,AA Batteries (4-pack),1,3.84,01/24/19 08:57,"315 4th St, Portland, OR 97035"
141329,Lightning Charging Cable,1,14.95,01/15/19 20:08,"143 Washington St, Los Angeles, CA 90001"
141330,Apple Airpods Headphones,1,150.0,01/13/19 23:12,"35 1st St, San Francisco, CA 94016"
141331,Apple Airpods Headphones,1,150.0,01/26/19 16:04,"402 Jefferson St, Atlanta, GA 30301"
141332,AA Batteries (4-pack),1,3.84,01/17/19 02:17,"754 6th St, Los Angeles, CA 90001"
141333,Bose SoundSport Headphones,1,99.99,01/20/19 23:05,"167 9th St, San Francisco, CA 94016"
141334,Bose SoundSport Headphones,1,99.99,01/09/19 10:58,"877 Maple St, Los Angeles, CA 90001"
141335,USB-C Charging Cable,1,11.95,01/17/19 22:02,"960 8th St, Dallas, TX 75001"
141336,Wired Headphones,1,11.99,01/06/19 07:43,"891 Lake St, San Francisco, CA 94016"
141337,AA Batteries (4-pack),4,3.84,01/19/19 12:48,"347 1st St, New York City, NY 10001"
141338,Lightning Charging Cable,2,14.95,01/20/19 20:03,"520 Forest St, Atlanta, GA 30301"
141339,AAA Batteries (4-pack),1,2.99,01/23/19 14:51,"631 Forest St, Los Angeles, CA 90001"
141340,Bose SoundSport Headphones,1,99.99,01/18/19 17:37,"959 Cedar St, San Francisco, CA 94016"
141341,Macbook Pro Laptop,1,1700.0,01/04/19 17:25,"387 5th St, Austin, TX 73301"
141342,Vareebadd Phone,1,400.0,01/08/19 09:45,"719 6th St, San Francisco, CA 94016"
141343,iPhone,1,700.0,01/05/19 09:12,"356 Main St, New York City, NY 10001"
141343,Apple Airpods Headphones,1,150.0,01/05/19 09:12,"356 Main St, New York City, NY 10001"
141344,Wired Headphones,1,11.99,01/07/19 13:39,"344 4th St, Austin, TX 73301"
141345,34in Ultrawide Monitor,1,379.99,01/24/19 13:03,"777 2nd St, San Francisco, CA 94016"
141346,USB-C Charging Cable,1,11.95,01/17/19 23:25,"153 Highland St, Portland, OR 97035"
141347,Wired Headphones,1,11.99,01/17/19 19:45,"223 West St, Los Angeles, CA 90001"
141348,AAA Batteries (4-pack),2,2.99,01/16/19 13:27,"599 Madison St, Seattle, WA 98101"
141349,iPhone,1,700.0,01/14/19 14:16,"604 Center St, New York City, NY 10001"
141350,USB-C Charging Cable,1,11.95,01/12/19 20:42,"586 Hill St, Atlanta, GA 30301"
141351,Flatscreen TV,1,300.0,01/23/19 21:39,"841 Adams St, San Francisco, CA 94016"
141352,AAA Batteries (4-pack),1,2.99,01/30/19 21:41,"249 Pine St, San Francisco, CA 94016"
141352,USB-C Charging Cable,1,11.95,01/30/19 21:41,"249 Pine St, San Francisco, CA 94016"
141353,20in Monitor,1,109.99,01/27/19 12:51,"889 Ridge St, Boston, MA 02215"
141354,USB-C Charging Cable,1,11.95,01/01/19 21:31,"272 Highland St, New York City, NY 10001"
141355,Bose SoundSport Headphones,1,99.99,01/06/19 10:45,"208 Lincoln St, Los Angeles, CA 90001"
141356,Flatscreen TV,1,300.0,01/05/19 12:32,"115 9th St, Portland, OR 97035"
141357,ThinkPad Laptop,1,999.99,01/04/19 19:07,"395 Highland St, New York City, NY 10001"
141358,USB-C Charging Cable,1,11.95,01/25/19 19:32,"532 Elm St, Dallas, TX 75001"
141359,USB-C Charging Cable,1,11.95,01/10/19 08:13,"772 Elm St, Austin, TX 73301"
141360,AAA Batteries (4-pack),1,2.99,01/28/19 18:59,"87 6th St, New York City, NY 10001"
141361,iPhone,1,700.0,01/23/19 01:13,"417 Lincoln St, San Francisco, CA 94016"
141362,Lightning Charging Cable,1,14.95,01/08/19 23:01,"963 Lincoln St, San Francisco, CA 94016"
141363,Wired Headphones,1,11.99,01/14/19 23:33,"230 Pine St, Dallas, TX 75001"
,,,,,
141364,Macbook Pro Laptop,1,1700,01/23/19 10:51,"759 Dogwood St, Seattle, WA 98101"
141365,Lightning Charging Cable,1,14.95,01/20/19 12:32,"801 Lakeview St, San Francisco, CA 94016"
141366,USB-C Charging Cable,2,11.95,01/30/19 13:13,"910 14th St, Dallas, TX 75001"
141367,Wired Headphones,1,11.99,01/02/19 19:54,"530 North St, San Francisco, CA 94016"
141368,iPhone,1,700,01/31/19 14:02,"927 Wilson St, Seattle, WA 98101"
141368,Lightning Charging Cable,1,14.95,01/31/19 14:02,"927 Wilson St, Seattle, WA 98101"
141369,LG Washing Machine,1,600.0,01/25/19 01:47,"316 Elm St, San Francisco, CA 94016"
141370,20in Monitor,1,109.99,01/01/19 04:47,"425 Pine St, Los Angeles, CA 90001"
141371,iPhone,1,700,01/30/19 15:25,"507 West St, San Francisco, CA 94016"
141372,Google Phone,1,600,01/02/19 13:23,"259 7th St, Atlanta, GA 30301"
141373,Apple Airpods Headphones,1,150,01/10/19 04:31,"283 1st St, Los Angeles, CA 90001"
141374,USB-C Charging Cable,1,11.95,01/22/19 23:33,"353 14th St, New York City, NY 10001"
141375,Apple Airpods Headphones,1,150,01/21/19 22:41,"491 North St, Austin, TX 73301"
141376,AA Batteries (4-pack),1,3.84,01/13/19 13:51,"510 9th St, San Francisco, CA 94016"
141377,AAA Batteries (4-pack),1,2.99,01/31/19 18:18,"18 Main St, Atlanta, GA 30301"
141378,Apple Airpods Headphones,1,150,01/26/19 14:07,"359 Jefferson St, San Francisco, CA 94016"
141379,Wired Headphones,1,11.99,01/14/19 12:00,"539 Walnut St, Boston, MA 02215"
141380,Bose SoundSport Headphones,1,99.99,01/10/19 15:39,"766 1st St, Boston, MA 02215"
141381,27in FHD Monitor,1,149.99,01/28/19 11:05,"71 South St, Dallas, TX 75001"
141382,Apple Airpods Headphones,1,150,01/28/19 10:19,"589 12th St, Atlanta, GA 30301"
141383,USB-C Charging Cable,1,11.95,01/21/19 04:24,"646 Elm St, Los Angeles, CA 90001"
141384,AA Batteries (4-pack),1,3.84,01/14/19 23:12,"549 Madison St, Boston, MA 02215"
141385,AA Batteries (4-pack),1,3.84,01/26/19 17:50,"659 Madison St, Seattle, WA 98101"
141386,Flatscreen TV,1,300,01/18/19 14:52,"928 Jackson St, San Francisco, CA 94016"
141387,Wired Headphones,1,11.99,01/15/19 13:01,"41 7th St, San Francisco, CA 94016"
141388,Lightning Charging Cable,1,14.95,01/14/19 18:26,"105 Sunset St, San Francisco, CA 94016"
141389,Wired Headphones,1,11.99,01/08/19 07:13,"5 South St, Atlanta, GA 30301"
141390,Flatscreen TV,1,300,01/13/19 20:37,"444 12th St, San Francisco, CA 94016"
141391,Wired Headphones,1,11.99,01/21/19 21:17,"150 8th St, Los Angeles, CA 90001"
141392,AA Batteries (4-pack),1,3.84,01/27/19 02:55,"963 Johnson St, New York City, NY 10001"
141393,Flatscreen TV,1,300,01/05/19 08:40,"723 River St, San Francisco, CA 94016"
141394,USB-C Charging Cable,1,11.95,01/24/19 05:30,"358 11th St, Dallas, TX 75001"
141395,AA Batteries (4-pack),2,3.84,01/01/19 18:51,"74 Washington St, Dallas, TX 75001"
141396,Apple Airpods Headphones,1,150,01/08/19 12:12,"698 Spruce St, Portland, OR 97035"
141397,USB-C Charging Cable,1,11.95,01/16/19 09:10,"404 Elm St, Boston, MA 02215"
141398,Apple Airpods Headphones,1,150,01/01/19 11:32,"807 13th St, Austin, TX 73301"
141399,Wired Headphones,1,11.99,01/16/19 16:08,"722 13th St, San Francisco, CA 94016"
141400,AA Batteries (4-pack),1,3.84,01/15/19 21:10,"998 Meadow St, Los Angeles, CA 90001"
141401,Bose SoundSport Headphones,1,99.99,01/15/19 23:22,"831 Madison St, San Francisco, CA 94016"
141402,Google Phone,1,600,01/19/19 21:47,"557 Madison St, Portland, OR 97035"
141403,Apple Airpods Headphones,1,150,01/03/19 20:53,"742 Park St, New York City, NY 10001"
141404,Lightning Charging Cable,1,14.95,01/16/19 08:05,"887 Forest St, Portland, OR 97035"
141405,Lightning Charging Cable,1,14.95,01/18/19 12:32,"319 Church St, Austin, TX 73301"
141406,AA Batteries (4-pack),2,3.84,01/16/19 09:40,"523 Highland St, San Francisco, CA 94016"
141407,27in FHD Monitor,1,149.99,01/20/19 13:35,"845 Lincoln St, Austin, TX 73301"
141408,Apple Airpods Headphones,1,150,01/04/19 11:45,"385 Cherry St, New York City, NY 10001"
141409,Vareebadd Phone,1,400,01/17/19 11:18,"47 Ridge St, Dallas, TX 75001"
141410,USB-C Charging Cable,1,11.95,01/26/19 11:14,"348 6th St, Portland, OR 97035"
141411,AAA Batteries (4-pack),1,2.99,01/10/19 20:53,"946 1st St, Atlanta, GA 30301"
141412,AAA Batteries (4-pack),1,2.99,01/01/19 15:08,"843 Lake St, New York City, NY 10001"
141413,Bose SoundSport Headphones,1,99.99,01/06/19 14:55,"116 Willow St, San Francisco, CA 94016"
141414,Apple Airpods Headphones,1,150,01/11/19 22:41,"266 Walnut St, San Francisco, CA 94016"
141415,20in Monitor,1,109.99,01/31/19 16:47,"200 Washington St, Los Angeles, CA 90001"
141416,27in 4K Gaming Monitor,1,389.99,01/22/19 13:11,"804 Chestnut St, San Francisco, CA 94016"
141417,USB-C Charging Cable,1,11.95,01/20/19 11:29,"186 Sunset St, San Francisco, CA 94016"
141418,Flatscreen TV,1,300,01/14/19 19:27,"167 8th St, New York City, NY 10001"
141419,AAA Batteries (4-pack),1,2.99,01/02/19 17:08,"70 Lake St, Seattle, WA 98101"
141420,USB-C Charging Cable,1,11.95,01/12/19 12:50,"255 Dogwood St, New York City, NY 10001"
141421,AAA Batteries (4-pack),1,2.99,01/31/19 10:26,"320 Forest St, Austin, TX 73301"
141422,AAA Batteries (4-pack),2,2.99,01/05/19 17:48,"267 Willow St, New York City, NY 10001"
141423,Lightning Charging Cable,1,14.95,01/08/19 23:05,"664 Center St, Austin, TX 73301"
141424,AAA Batteries (4-pack),2,2.99,01/15/19 13:56,"546 Center St, Atlanta, GA 30301"
141425,27in FHD Monitor,1,149.99,01/02/19 23:55,"248 Johnson St, New York City, NY 10001"
141426,Macbook Pro Laptop,1,1700,01/31/19 14:23,"376 Center St, San Francisco, CA 94016"
141427,AAA Batteries (4-pack),1,2.99,01/09/19 18:46,"264 6th St, Atlanta, GA 30301"
141428,Lightning Charging Cable,1,14.95,01/09/19 13:04,"325 Center St, San Francisco, CA 94016"
141429,ThinkPad Laptop,1,999.99,01/04/19 12:47,"292 South St, Boston, MA 02215"
141430,27in FHD Monitor,1,149.99,01/26/19 01:22,"580 Main St, San Francisco, CA 94016"
141431,34in Ultrawide Monitor,1,379.99,01/22/19 12:42,"684 Walnut St, Austin, TX 73301"
141432,Macbook Pro Laptop,1,1700,01/02/19 14:55,"486 12th St, Seattle, WA 98101"
141433,34in Ultrawide Monitor,1,379.99,01/10/19 03:19,"391 8th St, Atlanta, GA 30301"
141434,Wired Headphones,1,11.99,01/19/19 10:35,"49 Sunset St, New York City, NY 10001"
141435,Apple Airpods Headphones,1,150,01/11/19 20:19,"589 Forest St, Los Angeles, CA 90001"
141436,Google Phone,1,600,01/03/19 20:04,"889 Spruce St, Los Angeles, CA 90001"
141437,Wired Headphones,1,11.99,01/02/19 14:25,"900 Ridge St, San Francisco, CA 94016"
141438,AA Batteries (4-pack),2,3.84,01/05/19 18:01,"369 5th St, Boston, MA 02215"
141439,AAA Batteries (4-pack),2,2.99,01/16/19 12:56,"271 Cedar St, New York City, NY 10001"
141440,AA Batteries (4-pack),1,3.84,01/04/19 09:43,"97 Pine St, Atlanta, GA 30301"
141441,Apple Airpods Headphones,1,150,01/02/19 11:52,"887 Dogwood St, San Francisco, CA 94016"
141442,AA Batteries (4-pack),1,3.84,01/27/19 15:04,"604 1st St, Los Angeles, CA 90001"
141443,iPhone,1,700,01/21/19 20:29,"92 Adams St, San Francisco, CA 94016"
141444,Google Phone,1,600,01/31/19 13:13,"434 West St, Atlanta, GA 30301"
141445,Bose SoundSport Headphones,1,99.99,01/11/19 21:49,"346 6th St, Los Angeles, CA 90001"
141446,Bose SoundSport Headphones,1,99.99,01/04/19 11:20,"681 Dogwood St, Los Angeles, CA 90001"
141447,USB-C Charging Cable,1,11.95,01/18/19 18:38,"459 Elm St, Los Angeles, CA 90001"
141448,Wired Headphones,1,11.99,01/16/19 18:55,"667 Johnson St, New York City, NY 10001"
141449,27in 4K Gaming Monitor,1,389.99,01/04/19 19:59,"443 14th St, Seattle, WA 98101"
141450,Apple Airpods Headphones,1,150,01/18/19 20:49,"941 River St, Seattle, WA 98101"
141451,Wired Headphones,1,11.99,01/16/19 22:44,"713 5th St, Atlanta, GA 30301"
141452,AA Batteries (4-pack),1,3.84,01/25/19 20:18,"385 Sunset St, New York City, NY 10001"
141453,AAA Batteries (4-pack),1,2.99,01/06/19 15:45,"287 Main St, San Francisco, CA 94016"
141454,AAA Batteries (4-pack),1,2.99,01/24/19 18:03,"285 Ridge St, Seattle, WA 98101"
141454,Wired Headphones,2,11.99,01/24/19 18:03,"285 Ridge St, Seattle, WA 98101"
141455,Macbook Pro Laptop,1,1700,01/07/19 15:36,"484 Hill St, San Francisco, CA 94016"
141456,AAA Batteries (4-pack),2,2.99,01/18/19 10:06,"460 14th St, Los Angeles, CA 90001"
141457,Apple Airpods Headphones,1,150,01/26/19 09:36,"720 Washington St, San Francisco, CA 94016"
141458,27in FHD Monitor,1,149.99,01/01/19 05:49,"821 Lakeview St, New York City, NY 10001"
141459,Wired Headphones,1,11.99,01/03/19 22:17,"899 Ridge St, Boston, MA 02215"
141460,AA Batteries (4-pack),1,3.84,01/28/19 02:51,"29 Sunset St, San Francisco, CA 94016"
141461,ThinkPad Laptop,1,999.99,01/22/19 09:11,"615 Adams St, Atlanta, GA 30301"
141462,Wired Headphones,1,11.99,01/03/19 16:32,"424 Sunset St, Seattle, WA 98101"
141463,Apple Airpods Headphones,1,150,01/24/19 18:17,"426 1st St, New York City, NY 10001"
141464,USB-C Charging Cable,1,11.95,01/03/19 18:54,"867 Meadow St, Boston, MA 02215"
141465,AA Batteries (4-pack),1,3.84,01/24/19 15:46,"293 Johnson St, Atlanta, GA 30301"
141466,AA Batteries (4-pack),2,3.84,01/02/19 10:19,"152 Center St, Portland, OR 97035"
141467,LG Dryer,1,600.0,01/10/19 19:37,"82 Willow St, Los Angeles, CA 90001"
141468,AA Batteries (4-pack),1,3.84,01/02/19 15:02,"224 Lakeview St, San Francisco, CA 94016"
141469,AAA Batteries (4-pack),1,2.99,01/03/19 20:49,"859 Walnut St, San Francisco, CA 94016"
141470,27in FHD Monitor,1,149.99,01/30/19 13:21,"784 Cedar St, Portland, OR 97035"
141471,27in 4K Gaming Monitor,1,389.99,01/11/19 02:00,"136 Park St, Austin, TX 73301"
141472,Lightning Charging Cable,1,14.95,01/08/19 12:51,"203 Lincoln St, Atlanta, GA 30301"
141473,20in Monitor,1,109.99,01/26/19 23:13,"551 7th St, Boston, MA 02215"
141474,AA Batteries (4-pack),1,3.84,01/02/19 10:00,"454 10th St, San Francisco, CA 94016"
141475,Bose SoundSport Headphones,1,99.99,01/10/19 06:23,"935 Jackson St, San Francisco, CA 94016"
141476,AAA Batteries (4-pack),2,2.99,01/10/19 11:03,"671 Johnson St, New York City, NY 10001"
141477,iPhone,1,700,01/27/19 15:14,"710 Forest St, San Francisco, CA 94016"
141478,Flatscreen TV,1,300,01/07/19 21:41,"669 5th St, San Francisco, CA 94016"
141479,Wired Headphones,1,11.99,01/30/19 00:00,"797 Washington St, Atlanta, GA 30301"
141480,USB-C Charging Cable,1,11.95,01/24/19 18:45,"188 Adams St, New York City, NY 10001"
141481,AA Batteries (4-pack),1,3.84,01/21/19 18:26,"474 Willow St, Los Angeles, CA 90001"
141482,Wired Headphones,1,11.99,01/02/19 22:08,"613 Dogwood St, New York City, NY 10001"
141483,Wired Headphones,1,11.99,01/02/19 17:38,"660 Washington St, Los Angeles, CA 90001"
141484,AA Batteries (4-pack),1,3.84,01/21/19 15:48,"482 Sunset St, New York City, NY 10001"
141485,Wired Headphones,1,11.99,01/19/19 22:05,"903 Walnut St, Los Angeles, CA 90001"
141486,AA Batteries (4-pack),1,3.84,01/24/19 18:45,"303 Lincoln St, Los Angeles, CA 90001"
141487,Apple Airpods Headphones,1,150,01/25/19 19:53,"586 Willow St, Atlanta, GA 30301"
141488,AA Batteries (4-pack),1,3.84,01/15/19 20:15,"54 12th St, San Francisco, CA 94016"
141489,AAA Batteries (4-pack),2,2.99,01/18/19 11:17,"995 Chestnut St, Atlanta, GA 30301"
141490,Lightning Charging Cable,1,14.95,01/07/19 06:05,"304 Hickory St, Seattle, WA 98101"
141491,Bose SoundSport Headphones,1,99.99,01/19/19 17:35,"218 7th St, Dallas, TX 75001"
141492,AA Batteries (4-pack),3,3.84,01/04/19 19:44,"673 Lake St, Los Angeles, CA 90001"
141493,Bose SoundSport Headphones,1,99.99,01/06/19 19:23,"861 Park St, Dallas, TX 75001"
141494,Apple Airpods Headphones,1,150,01/26/19 07:03,"708 14th St, Seattle, WA 98101"
141495,Lightning Charging Cable,1,14.95,01/04/19 12:15,"181 2nd St, Dallas, TX 75001"
141496,AAA Batteries (4-pack),1,2.99,01/18/19 18:14,"825 Spruce St, San Francisco, CA 94016"
141497,Lightning Charging Cable,1,14.95,01/21/19 00:00,"164 Dogwood St, San Francisco, CA 94016"
141498,Lightning Charging Cable,1,14.95,01/24/19 20:38,"428 Highland St, Atlanta, GA 30301"
141499,AAA Batteries (4-pack),2,2.99,01/03/19 14:36,"977 Highland St, Portland, OR 97035"
141500,Bose SoundSport Headphones,1,99.99,01/05/19 16:37,"709 2nd St, San Francisco, CA 94016"
141501,Wired Headphones,1,11.99,01/17/19 11:52,"437 West St, Los Angeles, CA 90001"
