Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
171896,20in Monitor,1,109.99,03/11/19 12:15,"258 10th St, Los Angeles, CA 90001"
171897,Lightning Charging Cable,1,14.95,03/10/19 21:54,"322 8th St, Boston, MA 02215"
171898,Wired Headphones,1,11.99,03/25/19 19:23,"223 Church St, Atlanta, GA 30301"
171899,USB-C Charging Cable,1,11.95,03/18/19 15:43,"466 Adams St, Atlanta, GA 30301"
171900,USB-C Charging Cable,1,11.95,03/21/19 21:31,"94 Chestnut St, San Francisco, CA 94016"
171901,Bose SoundSport Headphones,1,99.99,03/27/19 00:23,"10 Main St, New York City, NY 10001"
171902,USB-C Charging Cable,1,11.95,03/12/19 01:07,"178 Dogwood St, New York City, NY 10001"
171903,Lightning Charging Cable,1,14.95,03/19/19 18:12,"683 14th St, Seattle, WA 98101"
171904,Lightning Charging Cable,1,14.95,03/25/19 10:09,"21 9th St, Los Angeles, CA 90001"
171905,34in Ultrawide Monitor,1,379.99,03/10/19 21:32,"998 South St, Portland, ME 04101"
171906,27in 4K Gaming Monitor,1,389.99,03/31/19 13:57,"868 Forest St, Austin, TX 73301"
171907,Lightning Charging Cable,1,14.95,03/27/19 23:18,"583 Chestnut St, Los Angeles, CA 90001"
171908,AAA Batteries (4-pack),2,2.99,03/11/19 22:26,"823 13th St, Seattle, WA 98101"
171909,AA Batteries (4-pack),1,3.84,03/14/19 15:58,"722 Forest St, New York City, NY 10001"
171910,34in Ultrawide Monitor,1,379.99,03/22/19 10:48,"195 Jefferson St, Los Angeles, CA 90001"
171911,Wired Headphones,2,11.99,03/15/19 13:20,"469 Sunset St, Atlanta, GA 30301"
171912,Wired Headphones,1,11.99,03/01/19 08:22,"507 5th St, Atlanta, GA 30301"
171913,Bose SoundSport Headphones,1,99.99,03/13/19 18:54,"364 2nd St, Los Angeles, CA 90001"
171914,AA Batteries (4-pack),1,3.84,03/06/19 10:59,"989 Spruce St, New York City, NY 10001"
171915,AAA Batteries (4-pack),1,2.99,03/25/19 20:13,"524 Forest St, Los Angeles, CA 90001"
171916,AAA Batteries (4-pack),2,2.99,03/05/19 19:44,"23 14th St, Atlanta, GA 30301"
171917,AA Batteries (4-pack),1,3.84,03/01/19 17:00,"175 Adams St, San Francisco, CA 94016"
171918,27in 4K Gaming Monitor,1,389.99,03/23/19 18:51,"890 Sunset St, San Francisco, CA 94016"
171919,USB-C Charging Cable,1,11.95,03/19/19 22:03,"799 Wilson St, Atlanta, GA 30301"
171920,Apple Airpods Headphones,1,150,03/05/19 10:20,"514 9th St, Seattle, WA 98101"
171921,USB-C Charging Cable,1,11.95,03/23/19 15:19,"709 Pine St, Los Angeles, CA 90001"
171921,Bose SoundSport Headphones,1,99.99,03/23/19 15:19,"709 Pine St, Los Angeles, CA 90001"
171922,27in FHD Monitor,1,149.99,03/20/19 17:36,"128 Elm St, San Francisco, CA 94016"
171923,Apple Airpods Headphones,1,150,03/31/19 17:25,"90 Jefferson St, Los Angeles, CA 90001"
171924,Google Phone,1,600,03/30/19 16:15,"676 Jefferson St, San Francisco, CA 94016"
171925,AA Batteries (4-pack),1,3.84,03/10/19 08:47,"351 2nd St, San Francisco, CA 94016"
171926,Google Phone,1,600,03/04/19 22:20,"956 Main St, San Francisco, CA 94016"
171927,Lightning Charging Cable,1,14.95,03/05/19 20:00,"615 2nd St, San Francisco, CA 94016"
171928,AA Batteries (4-pack),1,3.84,03/21/19 22:59,"885 Dogwood St, San Francisco, CA 94016"
171929,Wired Headphones,1,11.99,03/20/19 10:15,"643 6th St, Boston, MA 02215"
171930,34in Ultrawide Monitor,1,379.99,03/03/19 22:19,"337 Maple St, San Francisco, CA 94016"
171931,Vareebadd Phone,1,400,03/18/19 11:59,"964 Cedar St, San Francisco, CA 94016"
171931,Wired Headphones,1,11.99,03/18/19 11:59,"964 Cedar St, San Francisco, CA 94016"
171932,AAA Batteries (4-pack),1,2.99,03/25/19 21:57,"145 Highland St, Portland, OR 97035"
171933,Wired Headphones,1,11.99,03/09/19 15:15,"64 Wilson St, Dallas, TX 75001"
171934,Wired Headphones,1,11.99,03/08/19 10:40,"545 Lincoln St, New York City, NY 10001"
171935,Bose SoundSport Headphones,1,99.99,03/18/19 17:25,"290 9th St, Los Angeles, CA 90001"
171936,Lightning Charging Cable,1,14.95,03/16/19 15:30,"873 Johnson St, San Francisco, CA 94016"
171937,AAA Batteries (4-pack),3,2.99,03/11/19 11:04,"255 11th St, Seattle, WA 98101"
171938,Lightning Charging Cable,1,14.95,03/10/19 22:08,"744 Sunset St, Portland, OR 97035"
171939,Bose SoundSport Headphones,1,99.99,03/31/19 00:09,"906 Washington St, Atlanta, GA 30301"
171940,Apple Airpods Headphones,1,150,03/21/19 18:46,"875 Washington St, San Francisco, CA 94016"
171941,Lightning Charging Cable,1,14.95,03/02/19 20:05,"586 Pine St, Austin, TX 73301"
171942,AA Batteries (4-pack),1,3.84,03/31/19 12:52,"966 Walnut St, New York City, NY 10001"
171943,AAA Batteries (4-pack),1,2.99,03/05/19 06:40,"494 Washington St, Seattle, WA 98101"
171944,USB-C Charging Cable,1,11.95,03/05/19 22:51,"669 Jefferson St, Los Angeles, CA 90001"
171945,Wired Headphones,1,11.99,03/12/19 16:33,"978 Pine St, Dallas, TX 75001"
171946,AAA Batteries (4-pack),2,2.99,03/31/19 19:34,"164 River St, Boston, MA 02215"
171947,Macbook Pro Laptop,1,1700,03/19/19 22:37,"372 Willow St, Austin, TX 73301"
171948,27in FHD Monitor,1,149.99,03/15/19 22:04,"900 1st St, Los Angeles, CA 90001"
171949,Lightning Charging Cable,1,14.95,03/06/19 08:05,"471 Highland St, San Francisco, CA 94016"
171950,27in 4K Gaming Monitor,1,389.99,03/10/19 00:03,"482 Walnut St, San Francisco, CA 94016"
171951,AA Batteries (4-pack),3,3.84,03/11/19 09:49,"110 Spruce St, San Francisco, CA 94016"
171952,USB-C Charging Cable,1,11.95,03/11/19 19:12,"961 Johnson St, Atlanta, GA 30301"
171953,AA Batteries (4-pack),1,3.84,03/31/19 20:35,"5 Chestnut St, New York City, NY 10001"
171954,Apple Airpods Headphones,1,150,03/18/19 09:13,"753 Lake St, San Francisco, CA 94016"
